id,dataSetName,displayName,commonName,System Name,Epoch,constellationName,mass,notes,source,catalogIdList,simbadId,Gaia DR2,radius,ra,declination,pmra,pmdec,distance,radialVelocity,spectralClass,temperature,realStar,bprp,bpg,grp,luminosity,magu,magb,magv,magr,magi,other,anomaly,polity,worldType,fuelType,portType,populationType,techType,productType,milSpaceType,milPlanType,age,metallicity,miscText1,miscText2,miscText3,miscText4,miscText5,miscNum1,miscNum2,miscNum3,miscNum4,miscNum5,numExoplanets
922a5173-8f28-47a1-94f7-02b1cbe33448, 30 ly, LP 666-9, , LP 666-9, 2016, Hydra, 0.0, none~ ..., Simbad|GaiaDR2, 2MUCD 10776| 2MASS J08533619-0329321| 2MASSI J0853362-032932| 2MASSW J0853361-032931| GJ 3517| LHS 2065| LP 666-9| NLTT 20475| [GKL99] 190| [RHG95] 1387| PLX 2122.01| [B2006] J085336.2-032932| WISEP J085335.80-032934.2| WISEA J085335.79-032934.3| Gaia DR2 5761985432616501376| |, @1138634, Gaia DR2 5761985432616501376, 0.0, 133.3983684, -3.493164429, -516.6053979, 0.08192922, 28.24545666, -7.225, M9, 3297.0, true, 4.74952, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , -1.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0
a45b71fb-005f-40ca-b8d7-33f69163c295, 30 ly, G 51-15, , DX Cnc, 2016, Cancer, 0.0, none~ ..., Simbad|GaiaDr2, PLX 2016.0| LSPM J0829+2646| UCAC2 41191231| 2MASS J08294949+2646348| USNO-B1.0 1167-00167383| 8pc 275.80| G 51-15| GEN# +9.80051015| GJ 1111| JP11 5934| JP11 5935| LHS 248| LTT 18058| NLTT 19635| PM 08269+2657| USNO 311| V* DX Cnc| Zkh 118| [GKL99] 181| [RHG95] 1326| PLX 2016.01| UCAC4 584-042341| PM J08298+2646| Gaia DR2 703790044252850688| Karmn J08298+267| |, @1089081, Gaia DR2 703790044252850688, 0.0, 127.4500924, 26.77328597, -1113.693547, 0.06408457, 11.6813059, 9.936, M6.5, 2936.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0c8a7f15-f6eb-49a9-a107-57723bb99125, 30 ly, UCAC4 747-070768, , TYC 3980-1081-1, 2016, Cepheus, 0.0, none~ ..., Simbad|GaiaDR2, UCAC4 747-070768|2MASS J21514010+5917349|Gaia DR2 2202703050401536000|** KPP 4252B|WDS J21516+5918B| | |, @12496683, Gaia DR2 2202703050401536000, 0.0, 327.9163604, 59.29292978, -86.74227009, 0.01826393, 27.60777994, 0.0, DAH, 5100.065, true, 1.0596, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
f9989d77-4203-4a3b-9871-3b0456adcadb, 30 ly, 2MASS J13243559+6358284, , 2MASS J13243559+6358284, 2016.4, , 0.0, ..., no source identified, , , , 0.0, 201.144281, 63.974174, -364.4, 2.2, 32.71815446, 0.0, T, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
65ff3dcb-5963-4118-920f-532b7ed1e7af, 30 ly, * p Eri A, , , J2000, Eridanus, 0.0, none, Simbad|GaiaDR2, CCDM J01398-5612B|CD-56 329|CPC 20 455|CSI-56 329 43|GCRV 938|GEN# +1.00010360|GJ 66 B|HD 10360|HR 486|IDS 01360-5642 B|LTT 903|PPM 331230|PPM 766138|SPOCS 91|UBV M 8357|Zkh 30|uvby98 100010360|TYC 8478-1394-2|NLTT 5589|WDS J01398-5612A|USNO-B1.0 0338-00012416|** DUN 5A|Gaia DR2 4911306239828325632|* p Eri A|AKARI-IRC-V1 J0139478-561137|WISE J013948.06-561137.6|UCAC4 170-001607|2MASS J01394778-5611361|WEB 1664, @3181778, Gaia DR2 4911306239828325632, 0.0, 24.95125, -56.19325, 262.37821, 15.33299, 26.70924, 21.58593, K2V, 5083.0, true, 1.05751, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , -0.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0
a4a6015b-d312-4d16-b2c0-e7ecd1580285, 30 ly, WISE J111239.24-385700.7, , WISE J111239.24-385700.7, 2016.8, , 0.0, ..., no source identified, , , , 0.0, 168.164941, -38.94906, 671.5, 1.6, 31.79337232, 0.0, T, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
0c11622a-5bb7-44ce-ab22-9a6e2179992b, 30 ly, Ross 64, , Ross 64, 2016, Gemini, 0.0, none~ ..., Simbad|GaiaDR2, 2MASS J06244132+2325585| PLX 1484| LSPM J0624+2325| USNO-B1.0 1134-00116117| CSI+23-06216| Ci 20 385| G 104-37| GEN# +6.10010232| GEN# +9.80104037| GJ 232| JP11 5117| LFT 467| LHS 1846| LTT 11838| NLTT 16474| Ross 64| USNO 509| Zkh 87| [RHG95] 1042| PLX 1484.00| WISEA J062441.70+232553.6| UCAC4 568-027502| PM J06246+2325| Gaia DR2 3377365057060447616| Karmn J06246+234| |, @885944, Gaia DR2 3377365057060447616, 0.0, 96.17468891, 23.43077857, 550.9178788, 0.030382317, 27.70833705, -11.656, M4, 3361.25, true, 2.959, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
b4a1570c-c124-490e-bb8d-ecd6aae7a9fb, 30 ly, G 202-48, , , J2000, Draco, 0.0, none, Simbad|GaiaDr2, AC +54 1646|LSPM J1625+5418|TYC 3878-1193-1|ASCC 262633|USNO-B1.0 1443-00251675|8pc 151.93|AC +54 1646-56|CSI+54-16242|G 202-48|G 226-7|G 225-62|GJ 625|HIC 80459|HIP 80459|MCC 767|NLTT 42804|USNO 749|VVO 180|Zkh 226|[HFE83] 1175|[RHG95] 2589|2MASS J16252459+5418148|PLX 3740.03|WISEA J162525.14+541813.0|UCAC4 722-055464|StKM 2-1247|PM J16254+5418|Gaia DR1 1428427232690720000|GALEX 6371021398798766191|Gaia DR2 1428427236986209024|Karmn J16254+543|1RXS J162523.4+541811|WISE J162525.14+541813.0|** BWL 43A|WDS J16254+5418A, @399690, Gaia DR2 1428427236986209024, 0.0, 246.3526, 54.3041, 432.073, -171.668, 21.10426, -13.06, M1.5V, 3500.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
a3af314d-daf3-474e-b507-ac4764c39a50, 30 ly, NAME Proxima Centauri, Proxima Centauri, alf Cen, 2016, Centaurus, 0.0, Proxima Cen c: candidate planet 2020SciA....6.7467D. Proxima Cen d: candidate planet 2022A&A...658A.115F Proxima Cen c: candidate planet 2020SciA....6.7467D. Proxima Cen d: candidate planet 2022A&A...658A.115F~ Proxima Cen c: candidate planet 2020SciA....6.7467D. Proxima Cen d: candidate planet 2022A&A...658A.115F, Simbad|GaiaDr2, PLX 3278| * alf Cen C| 2E 1426.0-6227| 2E 3278| 2RE J142946-624031| 2RE J1429-624| CCDM J14396-6050C| CSI-62-14263| CSV 2142| Ci 20 861| GEN# +6.10010551| GEN# +6.00105721| GJ 551| HIC 70890| HIP 70890| IRAS 14260-6227| JP11 5156| JP11 5155| JP11 5187| LFT 1110| LHS 49| LPM 526| LTT 5721| NAME Proxima Cen| NAME Proxima| NAME Proxima Centauri| NLTT 37460| PM 14263-6228| RE J1429-624| RE J142950-624056| V* V645 Cen| Zkh 211| [AOP94] 6| [FS2003] 0708| [GKL99] 301| [RHG95] 2291| 2MASS J14294291-6240465| PLX 3278.00| 1E 1425.9-6228| 1ES 1426-62.4| 1RXS J142947.9-624058| 2EUVE J1429-62.6| EUVE J1429-62.6| EUVE J1430-62.6| RX J1429.7-6240| WDS J14396-6050C| PMSC 14328-6025C| Gaia DR2 5853498713160606720| WISEA J142937.35-624038.3| GALEX 6387417244251458613| PM J14297-6240| | HIP 70890, alf Cen C, Gaia DR2 5853498713160606720, 0.0, 217.3923215, -62.67607512, -3781.741008, 0.031386077, 4.247028089, -22.345, M5.5, 2967.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, a, b, b, c, d, 0.0, 1.0, 2.0, 3.0, 4.0, 5
5e1459cb-59f1-421e-a0a7-d27ba6f18c74, 30 ly, Ross 837, , Ross 837, 2016, , 0.0, ..., no source identified, GJ 3817|, Ross 837, , 0.0, 209.5565064, 12.58206348, -329.6029822, 0.041868787, 30.53152178, -10.131, M, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
11abe2fe-8566-4e49-a091-96359dd98fb8, 30 ly, 2MASS J02572581-3105523, , 2MASS J02572581-3105523, 2016, , 0.0, ..., no source identified, , 2MASS J02572581-3105523, , 0.0, 44.3608848, -31.09629275, 623.3875119, 0.2708357, 31.76263129, 0.0, L, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
7f554562-b08d-47bc-ae2a-e54d8c615557, 30 ly, CD-44 11909, , , J2000, Scorpius, 0.0, none, Simbad|GaiaDr2, Gaia DR2 5955305209191546112|WISEA J173703.02-441918.8|TYC 7896-3808-1|PM J17370-4419|UCAC4 229-146141|AKARI-IRC-V1 J1737032-441915|IRAS 17334-4417|PM 17335-4416|PLX 3992|CD-44 11909|Ci 20 1046|GCRV 20417|GEN# -0.04411909|GJ 682|HIC 86214|HIP 86214|JP11 333|LFT 1358|LHS 451|LPM 649|LTT 7000|NLTT 45107|Zkh 258|[RHG95] 2779|2MASS J17370367-4419088|PLX 3992.00|** WDK 3A|WDS J17371-4419A, @11684206, Gaia DR2 5955305209191546112, 0.0, 264.26527, -44.31921, -706.117, -937.912, 16.32412, -34.87, M3.5, 3190.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
4e50cb80-8bcf-4833-b619-63ce06f84439, 30 ly, Ross 440 A, , Ross 440, 2016, , 0.0, ..., no source identified, GJ 352|HIP 46706, Ross 440, , 0.0, 142.8342636, -13.48858167, 692.52, 4.19, 32.65919103, 9.2, M, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
4ee9d807-4cf5-472f-a03a-b873d0f3b498, 30 ly, Gaia DR2 1334454864378124672, , , J2000, Hercules, 0.0, none, GaiaDR2, WISE J171258.49+331649.6|, , , 0.0, 258.2439, 33.28043, 49.61891, 33.61593, 26.6602, 0.0, M, 0.0, true, 1.82018, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
7aa3ab70-a5ea-462e-a7aa-4753fce44771, 30 ly, Wolf 461, FN Vir, Wolf 461, 2016, Virgo, 0.0, none~ ..., Simbad|GaiaDR2, Cl* Melotte 25 EGG 45| LSPM J1300+0541| NLTT 32583| USNO-B1.0 0956-00217859| 2E 2939| CSI+05-12581| Ci 20 754| G 60-55| G 62-5| GCRV 7757| GEN# +9.80060055| GJ 493.1| LFT 962| LHS 2664| LTT 13750| PM 12581+0557| UBV M 42599| USNO 239| V* FN Vir| Wolf 461| Zkh 190| [GKL99] 274| [RHG95] 2043| 2MASS J13003350+0541081| PLX 2981.02| 1RXS J130034.2+054111| 2E 1258.1+0557| RX J1300.5+0541| WISEA J130032.84+054110.4| UCAC4 479-051785| PM J13005+0541| WEB 11236| Gaia DR2 3705324881043314304| Karmn J13005+056| |, @2050676, Gaia DR2 3705324881043314304, 0.0, 195.1354745, 5.686566854, -940.6304929, 0.08118147, 27.87255186, -25.33, M4.5e, 3299.25, true, 3.19637, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
277f2fb4-8e5a-404a-8f82-ec7230d440de, 30 ly, CD-45 5378, , CD-45 5378, 2016, , 0.0, ..., no source identified, GJ 367|HIP 47780, CD-45 5378, , 0.0, 146.1213719, -45.77909735, -462.6209234, 0.014188146, 30.72352874, 47.74, M, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
b502db5f-2da1-4274-98dd-e53f85c1ad49, 30 ly, SCR J1138-7721, , SCR J1138-7721, 2016, Chamaleo, 0.0, none~ ..., Simbad|GaiaDR2, 2MASS J11381671-7721484|SCR J1138-7721|WISEA J113810.11-772142.2|Gaia DR2 5224460173763882496| | |, @3272486, Gaia DR2 5224460173763882496, 0.0, 174.527965, -77.36075894, -2063.82879, 0.038078148, 27.33323334, -18.737, M5, 3337.6667, true, 3.6046, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
5c509c3c-4dd3-474a-88cf-a9a426d4585b, 30 ly, 36 Oph A, Guniibuu, 36 Oph, 2016, , 0.0, ..., no source identified, GJ 663 A|HD 155886|, 36 Oph A, , 0.0, 258.835117, -26.60789783, -465.8607743, 0.11067274, 19.40161886, 0.44, K, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
9d13d97e-c8b0-4b0d-b0f2-d3e49df32822, 30 ly, 2MASS J20005017+3629465, , , J2000, Cygnus, 0.0, none, Simbad|GaiaDr2, WISE J200050.19+362950.1|2MASS J20005017+3629465|WISEA J200050.19+362950.1, @8594318, , 0.0, 300.20907, 36.49626, -4.13198, -28.70402, 19.4, 0.0, T8, 3922.815, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
3226f0f5-3d80-4068-b7f4-4d1f56b6f001, 30 ly, BD-12 4523, , , J2000, Ophiucus, 0.0, none, Simbad|GaiaDr2, PLX 3746|8pc 234.51|BD-12 4523|Ci 20 995|G 153-58|GCRV 9490|GEN# -0.01204523|GJ 628|GSC 05635-00564|HIC 80824|HIP 80824|IRAS 16274-1232|JP11 290|LFT 1283|LHS 419|LPM 606|LTT 6580|MCC 164|NLTT 42927|NSV 7768|PM 16275-1232|UBV 13944|UBV M 5365|V* V2306 Oph|VVO 222|Wolf 1061|Zkh 227|[RHG95] 2599|Gaia DR2 4330690742322011520|2MASS J16301808-1239434|PLX 3746.00|TYC 5635-1241-1|WISEA J163018.01-123957.3|UCAC4 387-070731|PM J16303-1239|Gaia DR1 4330690909825212928|WEB 13669|1RXS J163017.6-123936|Zkh 228|** LAF 56A|WDS J16303-1240A|Karmn J16303-126, @2579726, Gaia DR2 4330690742322011520, 0.0, 247.57524, -12.66259, -94.027, -1183.784, 13.9854, -21.22, M3V, 3750.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
03ba1a36-fb1c-4d9e-86b4-19d8ac99b31e, 30 ly, * ksi UMa, Alula Australis, , J2000, Ursa major, 0.0, none, Simbad|GaiaDr2, * ksi UMa|* 53 UMa|ADS 8119 AB|BD+32 2132|CCDM J11182+3132AB|CSI+32 2132 3|Ci 20 627|GC 15537|HIC 55203|HIP 55203|IDS 11128+3206 AB|IRC +30229|JP11 2046|N30 2652|RBS 961|TD1 15519|UBV 10288|UBV M 16962|V* ksi UMa|YPAC 502|1RXS J111811.1+313154|RX J1118.1+3131|[ZEH2003] RX J1118.1+3131 1|WDS J11182+3132AB|** STF 1523AB|NAME Alula Australis|AKARI-IRC-V1 J1118109+313147|IRAS 11154+3148|PMSC 11128+3205|** WTE 1A|RX J1118.1+3130|2E 1115.4+3148|EUVE J1118+31.5|NSV 5165|2RE J1118+313|RE J111810+313153|1ES 1115+31.8|EUVE J1118+31.4|2RE J111810+313143|2E 2440|2EUVE J1118+31.5|RE J1118+313|2MASS J11181100+3131464|UCAC3 244-100191|UCAC4 608-048190|WISE J111810.63+313139.4|SAO 62484|SKY# 21520|USNO-B1.0 1215-00188948|ASCC 585912|WISEA J111810.57+313139.3|uvby98 100098230|PLX 2625|PLX 2625.00|GEN# +1.00098231, @1800872, , 0.0, 169.54555, 31.52929, -4.13198, -28.70402, 28.79859, -18.2, F8.5:V+G2V, 3922.815, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
c9b61e3e-3493-4b47-ba29-ad443bb88f76, 30 ly, G 19-7, , G 19-7, 2016, Ophiucus, 0.0, none~ ..., Simbad|GaiaDR2, PLX 3852.0| 2E 3787| G 19-7| GEN# +9.80019007| GJ 1207| L 988-42| LFT 1312| LHS 3255| LP 686-27| LTT 6767| Zkh 238| [FS2003] 0861| [GKL99] 337| [JVH96] NGC 6254 11| [RHG95] 2665| 2MASS J16570570-0420559| PLX 3852.01| 1E 1654.4-0415| 1RXS J165705.7-042047| 2E 1654.4-0415| GUVV J165705.9-042058.0| USNO-B1.0 0856-00301315| ASAS J165705-0420.7| WISEA J165706.07-042100.1| UCAC4 429-065553| PM J16570-0420| GALEX 6383441448862222955| Gaia DR2 4365609170043180416| NLTT 43858| Karmn J16570-043| |, @2623210, Gaia DR2 4365609170043180416, 0.0, 254.2760477, -4.350649324, 481.6301897, 0.02734764, 28.38600088, -3.963, M4, 3673.7068, true, 2.84373, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , -0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0
50451c5f-df8f-41aa-b0b7-6c68888fd7f1, 30 ly, 41 Ara Ba, , 41 Ara, 2016, , 0.0, The parallax and proper motion values accounting for orbital motion are taken from the Gaia DR3 non-single star table., no source identified, GJ 666 B|HD 156274 B|, 41 Ara B, , 0.0, 259.7685325, -46.63635961, 953.3958232, 0.03867341, 28.65042616, 26.02, M, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
1612268b-e4d8-4a28-b8e9-9176f0260393, 30 ly, 2MASSI J1835379+325954, , 2MASSI J1835379+325954, 2016, Lyra, 0.0, none~ ..., Simbad|GaiaDr2, LSPM J1835+3259|USNO-B1.0 1229-00376318|2MUCD 11792|2MASS J18353790+3259545|2MASSI J1835379+325954|LSR J1835+3259|[B2006] J183537.9+325955|WISEA J183537.82+325945.4|Gaia DR2 2091177593123254016|Karmn J18356+329| | |, @2842753, Gaia DR2 2091177593123254016, 0.0, 278.9074489, 32.99478716, -72.65040525, 0.047247637, 18.5559152, 0.643, M8.5, 2489.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
14625704-c5ab-4170-bcb2-993646a673f8, 30 ly, LP 816-60, , LP 816-60, 2016, Capricornus, 0.0, none~ ..., Simbad|GaiaDr2, WISEA J205232.80-165828.7| TYC 6348-400-1| PM J20525-1658| UCAC4 366-181531| 8pc 182.15| HIC 103039| HIP 103039| LP 816-60| NLTT 50038| 2MASS J20523304-1658289| Gaia DR2 6882963066420161664| Karmn J20525-169| |, LP 816-60, Gaia DR2 6882963066420161664, 0.0, 313.1361328, -16.97455847, -309.1150187, 0.04104025, 18.33292868, 16.308, M4, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
995fcbc9-8245-473c-aaef-38022d51ea87, 30 ly, GJ 3323, , LP 656-38, 2016, , 0.0, ..., no source identified, GJ 3323|, LP 656-38, , 0.0, 75.48680521, -6.948587409, -551.7464349, 0.02649439, 17.53324167, 41.967, M, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
dbc08808-0816-40c8-b4af-10d912a188e5, 30 ly, L 399-68, , , J2000, Centauru, 0.0, none, Simbad|GaiaDR2, WISEA J124045.53-433351.7|TYC 7783-576-1|PM J12407-4333|GCRV 26292|PLX 2919|CSI-43-12380|Ci 20 729|GJ 480.1|HIC 61874|HIP 61874|LFT 935|LHS 340|LPM 442|LTT 4836|NLTT 31495|[RHG95] 1992|2MASS J12404633-4333595|PLX 2919.00|GJ 9415|PM 12381-4318|Gaia DR2 6133474952391837824|L 399-68, @11681675, Gaia DR2 6133474952391837824, 0.0, 190.18823, -43.56342, -782.17695, 689.86943, 26.23687, 0.0, M3V, 3630.0, true, 2.67556, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
afe5a93b-1537-459e-8cde-b393fcd26b20, 30 ly, GJ 216 B, AK Lep, gam Lep, 2016, , 0.0, ..., no source identified, GJ 216 B|HD 38392|, GJ 216 B, , 0.0, 86.10910372, -22.42340451, -304.9050366, 0.013089417, 29.00429552, -9.801, K, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
0382c3b0-0ea4-4b94-b49a-d66a14e85f90, 30 ly, * bet Com, , bet Com, 2016, Coma Ber, 0.0, none~ ..., Simbad|GaiaDR2, PLX 3015| LSPM J1311+2752| ASCC 686177| USNO-B1.0 1178-00276810| * bet Com| * 43 Com| 2E 2990| AG+28 1306| BD+28 2193| CCDM J13118+2753A| CSI+28 2193 1| Ci 20 765| FAUST 3706| FK5 492| GC 17874| GCRV 7850| GEN# +1.00114710| GJ 502| HD 114710| HIC 64394| HIP 64394| HR 4983| IDS 13072+2823 A| IRAS 13095+2808| IRC +30246| JP11 2366| LFT 978| LHS 348| LTT 13815| N30 3027| NLTT 33217| PM 13095+2808| PMC 90-93 349| PPM 102444| RBS 1229| ROT 1942| SAO 82706| SKY# 24404| SPOCS 553| SRS 30492| TD1 16693| TYC 1996-2400-1| UBV 11934| YZ 28 6390| Zkh 193| [BOA98] 53| uvby98 100114710| 2MASS J13115238+2752411| PLX 3015.00| 1ES 1309+28.1| 1RXS J131152.9+275242| 2E 1309.5+2807| 2EUVE J1311+27.8| EUVE J1311+27.8| RX J1311.8+2752| WDS J13119+2753A| Weis 44447| ** STT 578A| [ZEH2003] RX J1311.8+2752 1| WISEA J131151.73+275251.1| WEB 11381| Gaia DR2 1460229369573307264| HD 114710| HIP 64394, @2101714, Gaia DR2 1460229369573307264, 1.11, 197.9642816, 27.88210537, -800.7201021, 0.12143676, 30.00229938, 5.297, G0, 6097.5, true, 0.75565, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0
8bb7cb83-dff2-43ed-9ef3-e7291778141e, 30 ly, EGGR 372, , EGGR 372, 2016, Draco, 0.0, none~ ..., Simbad|GaiaDr2, LSPM J1748+7052| USNO-B1.0 1608-00117171| 2MASS J17480817+7052353| 8pc 164.70| EGGR 372| G 240-72| GEN# +9.80240072| GJ 1221| LHS 455| LP 44-113| NLTT 45565| USNO 346| WD 1748+708| Zkh 268| PLX 4085.11| Gaia DR2 1638979384378696704| WISEA J174805.31+705247.5| WD 1748+70| PM J17481+7052| |, @327959, Gaia DR2 1638979384378696704, 0.0, 267.0161229, 70.88157381, -1266.387171, 0.015870238, 20.26147363, 0.0, DQ9P, 5425.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0.0, 0.0, , , , , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
e76b0e57-1965-4a4c-9d47-effaf8eaf45b, 30 ly, SCR J1546-5534 A, , SCR J1546-5534, 2016, , 0.0, System resolved with speckle interferometry by 2022AJ....163..178V, no source identified, , SCR J1546-5534, , 0.0, 236.6717188, -55.58097967, -254.533, 1.034, 27.38962284, 0.0, M, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
9a630d7b-1608-4979-85b0-7ad83736f432, 30 ly, WISEPA J045853.89+643452.9 B, , WISEPA J045853.89+643452.9, 2016.5, , 0.0, ..., no source identified, , WISEPA J045853.89+643452.9, , 0.0, 74.725487, 64.581763, 210.4, 1.0, 30.57169634, 0.0, T, 0.0, true, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, false, NA, NA, NA, NA, NA, NA, NA, NA, null, 0.0, 0.0, , , , , , 0.0, 0.0, 0.0, 0.0, 0.0, 0
